transaction_id,name,department,revenue,units_sold,unit_sold_average_by_department,department_revenue_rank,units_category,quantile_revenue,3days_rolling_average_revenue,previous_revenue,revenue_%,month_name,sales,quarterly,monthly_growth%
81652,Bob Jones,Beauty,250.0,14,7.186868686868687,2.0,High,Q4,150.16666666666666,100.25,250.0,October,3500.0,4,249.37655860349128
44636,Diana Prince,Electronics,500.75,14,7.373626373626373,1.0,High,Q5,283.6666666666667,250.0,351.3734413965087,February,7010.5,1,200.3
66446,Diana Prince,Clothing,50.0,14,7.6767676767676765,5.0,High,Q2,266.9166666666667,500.75,-50.30000000000001,December,700.0,4,9.98502246630055
10060,Diana Prince,Beauty,100.25,14,7.186868686868687,4.0,High,Q3,217.0,50.0,190.26497753369944,May,1403.5,2,200.5
61226,Charlie Brown,Beauty,50.0,8,7.186868686868687,5.0,Mideum,Q2,66.75,100.25,-50.499999999999986,February,400.0,1,49.87531172069826
38404,Bob Jones,Home & Kitchen,250.0,6,7.509708737864078,2.0,Mideum,Q4,133.41666666666666,50.0,300.1246882793017,January,1500.0,1,500.0
58756,Diana Prince,Electronics,50.0,7,7.373626373626373,5.0,Mideum,Q2,116.66666666666667,250.0,-350.0,April,350.0,2,20.0
10126,Alice Smith,Clothing,100.25,2,7.6767676767676765,4.0,Low,Q3,133.41666666666666,50.0,180.25,July,200.5,3,200.5
45046,Diana Prince,Home & Kitchen,50.0,9,7.509708737864078,5.0,Mideum,Q2,66.75,100.25,-50.499999999999986,October,450.0,4,49.87531172069826
97833,Alice Smith,Electronics,250.0,5,7.373626373626373,2.0,Low,Q4,133.41666666666666,50.0,300.1246882793017,January,1250.0,1,500.0
31520,Bob Jones,Beauty,50.0,10,7.186868686868687,5.0,Mideum,Q2,116.66666666666667,250.0,-350.0,October,500.0,4,20.0
66979,Bob Jones,Sports,10.5,5,7.402777777777778,6.0,Low,Q1,103.5,50.0,90.5,September,52.5,3,21.0
81520,Bob Jones,Clothing,500.75,7,7.6767676767676765,1.0,Mideum,Q5,187.08333333333334,10.5,579.75,May,3505.25,2,4769.047619047619
55186,Diana Prince,Beauty,250.0,3,7.186868686868687,2.0,Low,Q4,253.75,500.75,-4419.047619047619,February,750.0,1,49.925112331502746
81324,Diana Prince,Electronics,-999.0,7,7.373626373626373,7.0,Mideum,Q1,-82.75,250.0,-948.9251123315028,July,-6993.0,3,-399.6
27850,Bob Jones,Electronics,100.25,4,7.373626373626373,4.0,Low,Q3,-216.25,-999.0,599.85,October,401.0,4,-10.035035035035035
99106,Alice Smith,Beauty,10.5,11,7.186868686868687,6.0,High,Q1,-296.0833333333333,100.25,120.53503503503505,September,115.5,3,10.473815461346634
35849,Charlie Brown,Electronics,250.0,9,7.373626373626373,2.0,Mideum,Q4,120.25,10.5,339.52618453865335,January,2250.0,1,2380.952380952381
39241,Bob Jones,Home & Kitchen,250.0,6,7.509708737864078,2.0,Mideum,Q4,170.16666666666666,250.0,-2030.9523809523812,April,1500.0,2,100.0
80835,Evan Wright,Sports,142.93479355488418,11,7.402777777777778,3.0,High,Q4,214.31159785162808,250.0,142.93479355488418,November,1572.282729103726,4,57.17391742195367
11058,Evan Wright,Beauty,100.25,11,7.186868686868687,4.0,High,Q3,164.3949311849614,142.93479355488418,143.07608257804634,April,1102.75,2,70.13687675807637
78916,Charlie Brown,Clothing,250.0,1,7.6767676767676765,2.0,Low,Q4,164.3949311849614,100.25,279.86312324192363,May,250.0,2,249.37655860349128
88411,Bob Jones,Beauty,50.0,9,7.186868686868687,5.0,Mideum,Q2,133.41666666666666,250.0,-99.37655860349128,November,450.0,4,20.0
44008,Diana Prince,Clothing,50.0,2,7.6767676767676765,5.0,Low,Q2,116.66666666666667,50.0,130.0,June,100.0,2,100.0
34058,Evan Wright,Sports,10.5,7,7.402777777777778,6.0,Mideum,Q1,36.833333333333336,50.0,10.5,November,73.5,4,21.0
15655,Charlie Brown,Clothing,250.0,4,7.6767676767676765,2.0,Low,Q4,103.5,10.5,329.0,November,1000.0,4,2380.952380952381
34951,Evan Wright,Clothing,250.0,1,7.6767676767676765,2.0,Low,Q4,170.16666666666666,250.0,-2030.9523809523812,November,250.0,4,100.0
95595,Diana Prince,Home & Kitchen,100.25,7,7.509708737864078,4.0,Mideum,Q3,200.08333333333334,250.0,100.25,May,701.75,2,40.1
81907,Charlie Brown,Clothing,500.75,2,7.6767676767676765,1.0,Low,Q5,283.6666666666667,100.25,560.65,December,1001.5,4,499.501246882793
41890,Charlie Brown,Beauty,100.25,3,7.186868686868687,4.0,Low,Q3,233.75,500.75,-299.251246882793,February,300.75,1,20.0199700449326
17314,Evan Wright,Beauty,100.25,4,7.186868686868687,4.0,Low,Q3,233.75,100.25,180.23002995506738,June,401.0,2,100.0
18666,Bob Jones,Beauty,50.0,7,7.186868686868687,5.0,Mideum,Q2,83.5,100.25,50.0,November,350.0,4,49.87531172069826
43142,Bob Jones,Sports,100.25,2,7.402777777777778,4.0,Low,Q3,83.5,50.0,150.37468827930175,September,200.5,3,200.5
31804,Bob Jones,Home & Kitchen,250.0,9,7.509708737864078,2.0,Mideum,Q4,133.41666666666666,100.25,149.5,February,2250.0,1,249.37655860349128
34070,Evan Wright,Sports,50.0,6,7.402777777777778,5.0,Mideum,Q2,133.41666666666666,250.0,-99.37655860349128,January,300.0,1,20.0
63173,Diana Prince,Clothing,250.0,10,7.6767676767676765,2.0,Mideum,Q4,183.33333333333334,50.0,330.0,November,2500.0,4,500.0
59688,Bob Jones,Electronics,142.93479355488418,10,7.373626373626373,3.0,Mideum,Q4,147.6449311849614,250.0,-257.0652064451158,November,1429.3479355488419,4,57.17391742195367
71665,Charlie Brown,Home & Kitchen,10.5,13,7.509708737864078,6.0,High,Q1,134.47826451829474,142.93479355488418,53.32608257804633,February,136.5,1,7.346007041993036
44560,Alice Smith,Electronics,50.0,3,7.373626373626373,5.0,Low,Q2,67.81159785162806,10.5,142.65399295800694,May,150.0,2,476.1904761904762
18711,Evan Wright,Electronics,-999.0,4,7.373626373626373,7.0,Low,Q1,-312.8333333333333,50.0,-1375.1904761904761,January,-3996.0,1,-1998.0
62375,Diana Prince,Electronics,10.5,9,7.373626373626373,6.0,Mideum,Q1,-312.8333333333333,-999.0,2108.5,September,94.5,3,-1.0510510510510511
62098,Alice Smith,Electronics,10.5,12,7.373626373626373,6.0,High,Q1,-326.0,10.5,111.55105105105106,March,126.0,1,100.0
56542,Bob Jones,Clothing,50.0,4,7.6767676767676765,5.0,Low,Q2,23.666666666666668,10.5,50.0,March,200.0,1,476.1904761904762
33398,Bob Jones,Sports,250.0,7,7.402777777777778,2.0,Mideum,Q4,103.5,50.0,-126.1904761904762,March,1750.0,1,500.0
54064,Evan Wright,Sports,10.5,2,7.402777777777778,6.0,Low,Q1,103.5,250.0,-389.5,January,21.0,1,4.2
79669,Charlie Brown,Beauty,50.0,11,7.186868686868687,5.0,High,Q2,103.5,10.5,145.8,May,550.0,2,476.1904761904762
44157,Evan Wright,Electronics,10.5,7,7.373626373626373,6.0,Mideum,Q1,23.666666666666668,50.0,-365.6904761904762,March,73.5,1,21.0
63331,Diana Prince,Clothing,500.75,6,7.6767676767676765,1.0,Mideum,Q5,187.08333333333334,10.5,579.75,August,3004.5,3,4769.047619047619
74288,Diana Prince,Beauty,100.25,6,7.186868686868687,4.0,Mideum,Q3,203.83333333333334,500.75,-4568.797619047619,October,601.5,4,20.0199700449326
10619,Alice Smith,Beauty,500.75,10,7.186868686868687,1.0,Mideum,Q5,367.25,100.25,580.7300299550674,January,5007.5,1,499.501246882793
74077,Bob Jones,Beauty,100.25,4,7.186868686868687,4.0,Low,Q3,233.75,500.75,-299.251246882793,January,401.0,1,20.0199700449326
32042,Charlie Brown,Beauty,100.25,5,7.186868686868687,4.0,Low,Q3,233.75,100.25,180.23002995506738,May,501.25,2,100.0
62233,Alice Smith,Electronics,500.75,5,7.373626373626373,1.0,Low,Q5,233.75,100.25,500.75,September,2503.75,3,499.501246882793
47567,Alice Smith,Electronics,500.75,10,7.373626373626373,1.0,Mideum,Q5,367.25,500.75,101.248753117207,March,5007.5,1,100.0
94291,Alice Smith,Clothing,50.0,12,7.6767676767676765,5.0,High,Q2,350.5,500.75,50.0,May,600.0,2,9.98502246630055
82101,Alice Smith,Electronics,500.75,14,7.373626373626373,1.0,High,Q5,350.5,50.0,590.7649775336995,August,7010.5,3,1001.5
69201,Charlie Brown,Home & Kitchen,10.5,2,7.509708737864078,6.0,Low,Q1,187.08333333333334,500.75,-891.0,September,21.0,3,2.0968547179231156
82595,Alice Smith,Home & Kitchen,250.0,14,7.509708737864078,2.0,High,Q4,253.75,10.5,347.9031452820769,July,3500.0,3,2380.952380952381
73483,Alice Smith,Sports,250.0,13,7.402777777777778,2.0,High,Q4,170.16666666666666,250.0,-2030.9523809523812,July,3250.0,3,100.0
27482,Evan Wright,Sports,500.75,4,7.402777777777778,1.0,Low,Q5,333.5833333333333,250.0,500.75,October,2003.0,4,200.3
30609,Evan Wright,Clothing,10.5,10,7.6767676767676765,6.0,Mideum,Q1,253.75,500.75,-89.80000000000001,June,105.0,2,2.0968547179231156
13389,Evan Wright,Sports,100.25,5,7.402777777777778,4.0,Low,Q3,203.83333333333334,10.5,198.15314528207688,September,501.25,3,954.7619047619047
62648,Charlie Brown,Beauty,10.5,3,7.186868686868687,6.0,Low,Q1,40.416666666666664,100.25,-844.2619047619047,July,31.5,3,10.473815461346634
80855,Alice Smith,Clothing,-999.0,12,7.6767676767676765,7.0,High,Q1,-296.0833333333333,10.5,-909.4738154613466,October,-11988.0,4,-9514.285714285714
12573,Diana Prince,Home & Kitchen,100.25,7,7.509708737864078,4.0,Mideum,Q3,-296.0833333333333,-999.0,9714.535714285714,May,701.75,2,-10.035035035035035
16783,Evan Wright,Sports,50.0,12,7.402777777777778,5.0,High,Q2,-282.9166666666667,100.25,160.03503503503504,October,600.0,4,49.87531172069826
99431,Alice Smith,Electronics,50.0,6,7.373626373626373,5.0,Mideum,Q2,66.75,50.0,100.12468827930175,February,300.0,1,100.0
11524,Evan Wright,Clothing,10.5,5,7.6767676767676765,6.0,Low,Q1,36.833333333333336,50.0,10.5,November,52.5,4,21.0
75128,Evan Wright,Home & Kitchen,500.75,10,7.509708737864078,1.0,Mideum,Q5,187.08333333333334,10.5,579.75,September,5007.5,3,4769.047619047619
39426,Charlie Brown,Home & Kitchen,100.25,13,7.509708737864078,4.0,High,Q3,203.83333333333334,500.75,-4568.797619047619,May,1303.25,2,20.0199700449326
85932,Bob Jones,Home & Kitchen,500.75,2,7.509708737864078,1.0,Low,Q5,367.25,100.25,580.7300299550674,March,1001.5,1,499.501246882793
71916,Diana Prince,Sports,100.25,9,7.402777777777778,4.0,Mideum,Q3,233.75,500.75,-299.251246882793,January,902.25,1,20.0199700449326
55028,Alice Smith,Clothing,500.75,4,7.6767676767676765,1.0,Low,Q5,367.25,100.25,580.7300299550674,January,2003.0,1,499.501246882793
36958,Bob Jones,Sports,100.25,7,7.402777777777778,4.0,Mideum,Q3,233.75,500.75,-299.251246882793,February,701.75,1,20.0199700449326
72483,Charlie Brown,Home & Kitchen,100.25,3,7.509708737864078,4.0,Low,Q3,233.75,100.25,180.23002995506738,October,300.75,4,100.0
84038,Bob Jones,Home & Kitchen,100.25,6,7.509708737864078,4.0,Mideum,Q3,100.25,100.25,100.25,March,601.5,1,100.0
76672,Charlie Brown,Clothing,10.5,1,7.6767676767676765,6.0,Low,Q1,70.33333333333333,100.25,10.5,March,10.5,1,10.473815461346634
82355,Alice Smith,Electronics,10.5,9,7.373626373626373,6.0,Mideum,Q1,40.416666666666664,10.5,100.02618453865337,June,94.5,2,100.0
39759,Bob Jones,Electronics,142.93479355488418,13,7.373626373626373,3.0,High,Q4,54.64493118496139,10.5,142.93479355488418,June,1858.1523162134943,2,1361.2837481417541
33150,Diana Prince,Clothing,500.75,12,7.6767676767676765,1.0,High,Q5,218.06159785162808,142.93479355488418,-760.5337481417541,May,6009.0,2,350.3345739312393
40707,Alice Smith,Sports,500.75,1,7.402777777777778,1.0,Low,Q5,381.47826451829474,500.75,250.4154260687607,December,500.75,4,100.0
12336,Charlie Brown,Sports,50.0,2,7.402777777777778,5.0,Low,Q2,350.5,500.75,50.0,June,100.0,2,9.98502246630055
52229,Charlie Brown,Beauty,250.0,1,7.186868686868687,2.0,Low,Q4,266.9166666666667,50.0,340.01497753369944,June,250.0,2,500.0
71367,Charlie Brown,Sports,100.25,13,7.402777777777778,4.0,High,Q3,133.41666666666666,250.0,-299.75,August,1303.25,3,40.1
79274,Bob Jones,Clothing,100.25,8,7.6767676767676765,4.0,Mideum,Q3,150.16666666666666,100.25,160.15,January,802.0,1,100.0
49915,Charlie Brown,Home & Kitchen,100.25,7,7.509708737864078,4.0,Mideum,Q3,100.25,100.25,100.25,May,701.75,2,100.0
36292,Evan Wright,Clothing,500.75,9,7.6767676767676765,1.0,Mideum,Q5,233.75,100.25,500.75,July,4506.75,3,499.501246882793
95514,Diana Prince,Electronics,10.5,2,7.373626373626373,6.0,Low,Q1,203.83333333333334,500.75,-389.001246882793,December,21.0,4,2.0968547179231156
28787,Charlie Brown,Clothing,100.25,7,7.6767676767676765,4.0,Mideum,Q3,203.83333333333334,10.5,198.15314528207688,March,701.75,1,954.7619047619047
55241,Alice Smith,Beauty,100.25,11,7.186868686868687,4.0,High,Q3,70.33333333333333,100.25,-754.5119047619047,May,1102.75,2,100.0
86589,Alice Smith,Beauty,500.75,13,7.186868686868687,1.0,High,Q5,233.75,100.25,500.75,February,6509.75,1,499.501246882793
80135,Charlie Brown,Sports,10.5,1,7.402777777777778,6.0,Low,Q1,203.83333333333334,500.75,-389.001246882793,November,10.5,4,2.0968547179231156
43719,Charlie Brown,Beauty,100.25,5,7.186868686868687,4.0,Low,Q3,203.83333333333334,10.5,198.15314528207688,November,501.25,4,954.7619047619047
72768,Bob Jones,Home & Kitchen,100.25,14,7.509708737864078,4.0,High,Q3,70.33333333333333,100.25,-754.5119047619047,January,1403.5,1,100.0
62269,Bob Jones,Home & Kitchen,250.0,10,7.509708737864078,2.0,Mideum,Q4,150.16666666666666,100.25,250.0,March,2500.0,1,249.37655860349128
62393,Alice Smith,Beauty,50.0,9,7.186868686868687,5.0,Mideum,Q2,133.41666666666666,250.0,-99.37655860349128,February,450.0,1,20.0
36172,Alice Smith,Home & Kitchen,500.75,5,7.509708737864078,1.0,Low,Q5,266.9166666666667,50.0,580.75,January,2503.75,1,1001.5
39711,Diana Prince,Electronics,50.0,1,7.373626373626373,5.0,Low,Q2,200.25,500.75,-851.5,February,50.0,1,9.98502246630055
74929,Alice Smith,Home & Kitchen,50.0,9,7.509708737864078,5.0,Mideum,Q2,200.25,50.0,140.01497753369944,December,450.0,4,100.0
82099,Bob Jones,Clothing,-999.0,3,7.6767676767676765,7.0,Low,Q1,-299.6666666666667,50.0,-999.0,May,-2997.0,2,-1998.0
29426,Charlie Brown,Sports,100.25,11,7.402777777777778,4.0,High,Q3,-282.9166666666667,-999.0,2198.25,May,1102.75,2,-10.035035035035035
40561,Evan Wright,Electronics,500.75,14,7.373626373626373,1.0,High,Q5,-132.66666666666666,100.25,610.7850350350351,May,7010.5,2,499.501246882793
10814,Evan Wright,Clothing,500.75,13,7.6767676767676765,1.0,High,Q5,367.25,500.75,101.248753117207,May,6509.75,2,100.0
49214,Evan Wright,Electronics,500.75,3,7.373626373626373,1.0,Low,Q5,500.75,500.75,500.75,June,1502.25,2,100.0
60677,Charlie Brown,Sports,10.5,7,7.402777777777778,6.0,Mideum,Q1,337.3333333333333,500.75,10.5,June,73.5,2,2.0968547179231156
84691,Charlie Brown,Sports,10.5,10,7.402777777777778,6.0,Mideum,Q1,173.91666666666666,10.5,108.40314528207689,July,105.0,3,100.0
16638,Alice Smith,Home & Kitchen,250.0,7,7.509708737864078,2.0,Mideum,Q4,90.33333333333333,10.5,250.0,June,1750.0,2,2380.952380952381
74178,Bob Jones,Sports,100.25,10,7.402777777777778,4.0,Mideum,Q3,120.25,250.0,-2180.702380952381,November,1002.5,4,40.1
39486,Evan Wright,Home & Kitchen,500.75,6,7.509708737864078,1.0,Mideum,Q5,283.6666666666667,100.25,560.65,October,3004.5,4,499.501246882793
23507,Diana Prince,Electronics,250.0,7,7.373626373626373,2.0,Mideum,Q4,283.6666666666667,500.75,-149.501246882793,February,1750.0,1,49.925112331502746
58285,Evan Wright,Beauty,10.5,2,7.186868686868687,6.0,Low,Q1,253.75,250.0,60.57488766849726,September,21.0,3,4.2
66638,Alice Smith,Sports,100.25,11,7.402777777777778,4.0,High,Q3,120.25,10.5,196.05,September,1102.75,3,954.7619047619047
66373,Charlie Brown,Home & Kitchen,50.0,14,7.509708737864078,5.0,High,Q2,53.583333333333336,100.25,-804.7619047619047,October,700.0,4,49.87531172069826
28381,Charlie Brown,Sports,500.75,12,7.402777777777778,1.0,High,Q5,217.0,50.0,550.8746882793017,November,6009.0,4,1001.5
33710,Charlie Brown,Home & Kitchen,10.5,13,7.509708737864078,6.0,High,Q1,187.08333333333334,500.75,-891.0,December,136.5,4,2.0968547179231156
84131,Evan Wright,Clothing,10.5,5,7.6767676767676765,6.0,Low,Q1,173.91666666666666,10.5,108.40314528207689,December,52.5,4,100.0
69129,Diana Prince,Beauty,10.5,12,7.186868686868687,6.0,High,Q1,10.5,10.5,10.5,November,126.0,4,100.0
50600,Diana Prince,Beauty,10.5,2,7.186868686868687,6.0,Low,Q1,10.5,10.5,10.5,September,21.0,3,100.0
64302,Diana Prince,Clothing,50.0,4,7.6767676767676765,5.0,Low,Q2,23.666666666666668,10.5,50.0,May,200.0,2,476.1904761904762
69207,Charlie Brown,Electronics,10.5,8,7.373626373626373,6.0,Mideum,Q1,23.666666666666668,50.0,-365.6904761904762,April,84.0,2,21.0
37306,Bob Jones,Home & Kitchen,500.75,3,7.509708737864078,1.0,Low,Q5,187.08333333333334,10.5,579.75,February,1502.25,1,4769.047619047619
96988,Bob Jones,Clothing,250.0,11,7.6767676767676765,2.0,High,Q4,253.75,500.75,-4419.047619047619,May,2750.0,2,49.925112331502746
72823,Bob Jones,Electronics,500.75,11,7.373626373626373,1.0,High,Q5,417.1666666666667,250.0,550.8248876684972,November,5508.25,4,200.3
65230,Bob Jones,Electronics,100.25,13,7.373626373626373,4.0,High,Q3,283.6666666666667,500.75,-0.05000000000001137,March,1303.25,1,20.0199700449326
51949,Evan Wright,Sports,100.25,5,7.402777777777778,4.0,Low,Q3,233.75,100.25,180.23002995506738,November,501.25,4,100.0
36289,Charlie Brown,Home & Kitchen,100.25,8,7.509708737864078,4.0,Mideum,Q3,100.25,100.25,100.25,March,802.0,1,100.0
70504,Charlie Brown,Home & Kitchen,100.25,1,7.509708737864078,4.0,Low,Q3,100.25,100.25,100.25,September,100.25,3,100.0
15109,Bob Jones,Clothing,-999.0,5,7.6767676767676765,7.0,Low,Q1,-266.1666666666667,100.25,-999.0,December,-4995.0,4,-996.5087281795512
28297,Charlie Brown,Clothing,500.75,8,7.6767676767676765,1.0,Mideum,Q5,-132.66666666666666,-999.0,1597.258728179551,July,4006.0,3,-50.12512512512512
21046,Bob Jones,Home & Kitchen,250.0,7,7.509708737864078,2.0,Mideum,Q4,-82.75,500.75,400.1251251251251,February,1750.0,1,49.925112331502746
62603,Charlie Brown,Home & Kitchen,10.5,8,7.509708737864078,6.0,Mideum,Q1,253.75,250.0,60.57488766849726,December,84.0,4,4.2
25563,Charlie Brown,Electronics,10.5,10,7.373626373626373,6.0,Mideum,Q1,90.33333333333333,10.5,106.3,April,105.0,2,100.0
66985,Evan Wright,Clothing,500.75,2,7.6767676767676765,1.0,Low,Q5,173.91666666666666,10.5,500.75,May,1001.5,2,4769.047619047619
70315,Diana Prince,Home & Kitchen,50.0,8,7.509708737864078,5.0,Mideum,Q2,187.08333333333334,500.75,-4619.047619047619,December,400.0,4,9.98502246630055
91470,Alice Smith,Beauty,50.0,6,7.186868686868687,5.0,Mideum,Q2,200.25,50.0,140.01497753369944,July,300.0,3,100.0
70279,Bob Jones,Beauty,100.25,12,7.186868686868687,4.0,High,Q3,66.75,50.0,100.25,May,1203.0,2,200.5
95431,Evan Wright,Beauty,250.0,4,7.186868686868687,2.0,Low,Q4,133.41666666666666,100.25,149.5,December,1000.0,4,249.37655860349128
37952,Bob Jones,Beauty,10.5,7,7.186868686868687,6.0,Mideum,Q1,120.25,250.0,-138.87655860349128,April,73.5,2,4.2
59840,Bob Jones,Clothing,142.93479355488418,4,7.6767676767676765,3.0,Low,Q4,134.47826451829474,10.5,238.73479355488416,December,571.7391742195367,4,1361.2837481417541
61184,Charlie Brown,Sports,100.25,3,7.402777777777778,4.0,Low,Q3,84.56159785162806,142.93479355488418,-1161.0337481417541,December,300.75,4,70.13687675807637
33279,Alice Smith,Sports,100.25,6,7.402777777777778,4.0,Mideum,Q3,114.47826451829474,100.25,130.11312324192363,May,601.5,2,100.0
95230,Alice Smith,Home & Kitchen,250.0,10,7.509708737864078,2.0,Mideum,Q4,150.16666666666666,100.25,250.0,July,2500.0,3,249.37655860349128
51873,Alice Smith,Electronics,500.75,2,7.373626373626373,1.0,Low,Q5,283.6666666666667,250.0,351.3734413965087,February,1001.5,1,200.3
65029,Diana Prince,Sports,100.25,8,7.402777777777778,4.0,Mideum,Q3,283.6666666666667,500.75,-0.05000000000001137,December,802.0,4,20.0199700449326
87129,Diana Prince,Electronics,50.0,4,7.373626373626373,5.0,Low,Q2,217.0,100.25,129.98002995506738,February,200.0,1,49.87531172069826
15776,Diana Prince,Beauty,500.75,11,7.186868686868687,1.0,High,Q5,217.0,50.0,550.8746882793017,April,5508.25,2,1001.5
57057,Alice Smith,Home & Kitchen,250.0,10,7.509708737864078,2.0,Mideum,Q4,266.9166666666667,500.75,-651.5,December,2500.0,4,49.925112331502746
14018,Evan Wright,Clothing,10.5,11,7.6767676767676765,6.0,High,Q1,253.75,250.0,60.57488766849726,August,115.5,3,4.2
26309,Alice Smith,Sports,10.5,10,7.402777777777778,6.0,Mideum,Q1,90.33333333333333,10.5,106.3,January,105.0,1,100.0
47412,Bob Jones,Clothing,100.25,13,7.6767676767676765,4.0,High,Q3,40.416666666666664,10.5,100.25,October,1303.25,4,954.7619047619047
43039,Alice Smith,Beauty,250.0,7,7.186868686868687,2.0,Mideum,Q4,120.25,100.25,-604.7619047619047,August,1750.0,3,249.37655860349128
93310,Charlie Brown,Clothing,250.0,10,7.6767676767676765,2.0,Mideum,Q4,200.08333333333334,250.0,100.62344139650872,March,2500.0,1,100.0
18820,Evan Wright,Clothing,10.5,8,7.6767676767676765,6.0,Mideum,Q1,170.16666666666666,250.0,10.5,September,84.0,3,4.2
91905,Alice Smith,Clothing,100.25,11,7.6767676767676765,4.0,High,Q3,120.25,10.5,196.05,February,1102.75,1,954.7619047619047
67134,Charlie Brown,Home & Kitchen,100.25,13,7.509708737864078,4.0,High,Q3,70.33333333333333,100.25,-754.5119047619047,April,1303.25,2,100.0
78344,Diana Prince,Sports,50.0,4,7.402777777777778,5.0,Low,Q2,83.5,100.25,50.0,May,200.0,2,49.87531172069826
23718,Diana Prince,Sports,100.25,13,7.402777777777778,4.0,High,Q3,83.5,50.0,150.37468827930175,August,1303.25,3,200.5
27674,Charlie Brown,Sports,250.0,8,7.402777777777778,2.0,Mideum,Q4,133.41666666666666,100.25,149.5,December,2000.0,4,249.37655860349128
29063,Evan Wright,Electronics,100.25,12,7.373626373626373,4.0,High,Q3,150.16666666666666,250.0,-49.126558603491276,August,1203.0,3,40.1
97955,Alice Smith,Home & Kitchen,500.75,5,7.509708737864078,1.0,Low,Q5,283.6666666666667,100.25,560.65,December,2503.75,4,499.501246882793
91244,Diana Prince,Beauty,250.0,14,7.186868686868687,2.0,High,Q4,283.6666666666667,500.75,-149.501246882793,September,3500.0,3,49.925112331502746
93624,Evan Wright,Beauty,250.0,11,7.186868686868687,2.0,High,Q4,333.5833333333333,250.0,300.07488766849724,June,2750.0,2,100.0
20816,Evan Wright,Clothing,50.0,7,7.6767676767676765,5.0,Mideum,Q2,183.33333333333334,250.0,50.0,May,350.0,2,20.0
34160,Alice Smith,Electronics,500.75,1,7.373626373626373,1.0,Low,Q5,266.9166666666667,50.0,580.75,July,500.75,3,1001.5
37345,Charlie Brown,Electronics,250.0,5,7.373626373626373,2.0,Low,Q4,266.9166666666667,500.75,-651.5,March,1250.0,1,49.925112331502746
72046,Diana Prince,Clothing,500.75,8,7.6767676767676765,1.0,Mideum,Q5,417.1666666666667,250.0,550.8248876684972,February,4006.0,1,200.3
43660,Charlie Brown,Electronics,10.5,7,7.373626373626373,6.0,Mideum,Q1,253.75,500.75,-89.80000000000001,January,73.5,1,2.0968547179231156
37376,Diana Prince,Clothing,100.25,6,7.6767676767676765,4.0,Mideum,Q3,203.83333333333334,10.5,198.15314528207688,October,601.5,4,954.7619047619047
33236,Diana Prince,Sports,50.0,13,7.402777777777778,5.0,High,Q2,53.583333333333336,100.25,-804.7619047619047,October,650.0,4,49.87531172069826
26082,Alice Smith,Beauty,100.25,5,7.186868686868687,4.0,Low,Q3,83.5,50.0,150.37468827930175,November,501.25,4,200.5
29029,Charlie Brown,Electronics,100.25,5,7.373626373626373,4.0,Low,Q3,83.5,100.25,-0.2499999999999858,September,501.25,3,100.0
88623,Charlie Brown,Clothing,500.75,6,7.6767676767676765,1.0,Mideum,Q5,233.75,100.25,500.75,February,3004.5,1,499.501246882793
87258,Alice Smith,Clothing,50.0,3,7.6767676767676765,5.0,Low,Q2,217.0,500.75,-349.501246882793,May,150.0,2,9.98502246630055
62487,Charlie Brown,Electronics,10.5,12,7.373626373626373,6.0,High,Q1,187.08333333333334,50.0,100.51497753369945,January,126.0,1,21.0
85304,Bob Jones,Sports,250.0,7,7.402777777777778,2.0,Mideum,Q4,103.5,10.5,329.0,November,1750.0,4,2380.952380952381
90896,Diana Prince,Electronics,250.0,8,7.373626373626373,2.0,Mideum,Q4,170.16666666666666,250.0,-2030.9523809523812,August,2000.0,3,100.0
20616,Evan Wright,Beauty,10.5,13,7.186868686868687,6.0,High,Q1,170.16666666666666,250.0,10.5,November,136.5,4,4.2
63276,Alice Smith,Sports,-999.0,6,7.402777777777778,7.0,Mideum,Q1,-246.16666666666666,10.5,-903.2,June,-5994.0,2,-9514.285714285714
82847,Diana Prince,Beauty,10.5,7,7.186868686868687,6.0,Mideum,Q1,-326.0,-999.0,9624.785714285714,July,73.5,3,-1.0510510510510511
55539,Bob Jones,Beauty,500.75,3,7.186868686868687,1.0,Low,Q5,-162.58333333333334,10.5,601.8010510510511,November,1502.25,4,4769.047619047619
12079,Diana Prince,Clothing,500.75,13,7.6767676767676765,1.0,High,Q5,337.3333333333333,500.75,-4168.297619047619,April,6509.75,2,100.0
66503,Bob Jones,Sports,10.5,5,7.402777777777778,6.0,Low,Q1,337.3333333333333,500.75,10.5,January,52.5,1,2.0968547179231156
31754,Bob Jones,Sports,500.75,7,7.402777777777778,1.0,Mideum,Q5,337.3333333333333,10.5,598.6531452820769,February,3505.25,1,4769.047619047619
53408,Alice Smith,Clothing,500.75,5,7.6767676767676765,1.0,Low,Q5,337.3333333333333,500.75,-4168.297619047619,December,2503.75,4,100.0
90879,Charlie Brown,Home & Kitchen,10.5,6,7.509708737864078,6.0,Mideum,Q1,337.3333333333333,500.75,10.5,February,63.0,1,2.0968547179231156
96475,Bob Jones,Beauty,500.75,12,7.186868686868687,1.0,High,Q5,337.3333333333333,10.5,598.6531452820769,December,6009.0,4,4769.047619047619
22342,Alice Smith,Home & Kitchen,50.0,5,7.509708737864078,5.0,Low,Q2,187.08333333333334,500.75,-4619.047619047619,February,250.0,1,9.98502246630055
