Transaction_ID, DATE ,EMP_NAME,dept_name,Revenue_Amount,Units_Sold
39257,2024-12-13,Diana Prince,Sports,100.25,7
97388,2024-11-04,Bob Jones,Beauty,10.5,13
34762,2024-04-08,Alice Smith,Home & Kitchen,10.5,2
21555,2024-01-17,Evan Wright,Beauty,100.25,14
74754,2025-05-07,Diana Prince,Beauty,10.5,1
56163,2025-09-19,Alice Smith,Clothing,250.0,12
93309,2024-09-24,Evan Wright,Sports,100.25,13
25251,2024-05-24,Charlie Brown,Sports,10.5,11
81635,N/A,Evan Wright,Beauty,50.0,6
19110,2024-11-16,Alice Smith,Sports,250.0,8
84478,2024-04-25,Charlie Brown,Sports,50.0,10
38380,2024-12-02,Evan Wright,Clothing,50.0,13
95382,2025-02-19,Diana Prince,Home & Kitchen,250.0,2
97263,2025-06-14,Evan Wright,Beauty,50.0,4
36723,2024-04-18,Alice Smith,Sports,10.5,7
54413,2025-12-24,Alice Smith,Beauty,250.0,9
73888,2024-07-31,Evan Wright,Beauty,100.25,7
84666,2025-01-20,Bob Jones,Sports,10.5,14
88617,2024-08-07,Charlie Brown,Home & Kitchen,500.75,3
18567,2024-08-02,Evan Wright,Electronics,10.5,8
54569,2024-01-12,Diana Prince,Clothing,500.75,10
97312,2025-09-25,Diana Prince,Sports,500.75,12
28309,2025-12-15,Evan Wright,Sports,250.0,12
41575,2025-10-21,Alice Smith,Electronics,50.0,12
80507,2025-09-11,Bob Jones,Beauty,100.25,5
71246,2025-05-22,Evan Wright,Electronics,250.0,14
24382,2025-01-14,Charlie Brown,Electronics,50.0,14
29541,2024-07-14,Charlie Brown,Beauty,500.75,9
99599,2025-01-07,Evan Wright,Sports,250.0,2
90097,2025-12-27,Diana Prince,Home & Kitchen,10.5,4
23859,2025-09-15,Diana Prince,Sports,10.5,2
65180,2024-09-08,Alice Smith,Sports,10.5,2
33411,N/A,Diana Prince,Sports,250.0,10
92503,2025-07-04,Alice Smith,Sports,500.75,7
18577,2024-03-26,Diana Prince,Sports,10.5,8
99393,2024-09-17,Charlie Brown,Clothing,50.0,8
47573,2025-08-29,Alice Smith,Sports,10.5,9
92870,2025-07-09,Diana Prince,Electronics,500.75,2
71788,2025-03-12,Alice Smith,Beauty,50.0,2
42154,2025-12-30,Bob Jones,Electronics,10.5,5
89530,2024-02-09,Alice Smith,Home & Kitchen,100.25,4
31563,2025-04-05,Alice Smith,Sports,250.0,14
46159,2025-10-25,Bob Jones,Clothing,500.75,6
46444,N/A,Evan Wright,Sports,50.0,6
62326,2025-06-29,Charlie Brown,Beauty,250.0,12
22115,2025-09-04,Evan Wright,Clothing,100.25,6
65337,2025-01-27,Bob Jones,Home & Kitchen,250.0,4
64615,2024-03-12,Alice Smith,Sports,100.25,7
45946,N/A,Bob Jones,Electronics,50.0,3
61860,2024-07-08,Charlie Brown,Electronics,250.0,11
85060,2024-08-18,Bob Jones,Sports,100.25,13
99186,2025-01-07,Charlie Brown,Beauty,250.0,13
78785,2025-08-18,Charlie Brown,Home & Kitchen,50.0,5
38602,2025-01-24,Charlie Brown,Electronics,100.25,8
64237,2024-12-11,Diana Prince,Beauty,250.0,1
65961,2025-11-11,Charlie Brown,Electronics,10.5,10
39373,2025-03-28,Diana Prince,Home & Kitchen,250.0,10
40015,2024-04-27,Bob Jones,Home & Kitchen,250.0,13
68066,2025-08-30,Bob Jones,Sports,50.0,13
14703,2025-05-22,Charlie Brown,Sports,250.0,5
86218,2024-05-02,Charlie Brown,Home & Kitchen,10.5,10
56600,2024-04-05,Diana Prince,Beauty,50.0,9
89026,2025-07-09,Charlie Brown,Clothing,250.0,13
89561,2025-12-26,Alice Smith,Home & Kitchen,100.25,13
90910,2024-02-04,Alice Smith,Home & Kitchen,500.75,11
12482,2025-10-25,Diana Prince,Electronics,250.0,7
57908,2025-11-29,Diana Prince,Home & Kitchen,500.75,11
38769,2024-10-06,Diana Prince,Beauty,250.0,12
95680,2025-04-19,Diana Prince,Home & Kitchen,50.0,3
53642,2025-12-18,Bob Jones,Home & Kitchen,10.5,3
14757,2024-07-08,Evan Wright,Clothing,-999.0,14
42913,N/A,Charlie Brown,Electronics,500.75,13
11645,2024-01-15,Bob Jones,Clothing,10.5,8
75661,2025-11-20,Charlie Brown,Clothing,100.25,9
21344,2024-05-04,Alice Smith,Electronics,250.0,12
21303,2024-03-14,Alice Smith,Clothing,10.5,6
40523,2025-01-20,Evan Wright,Beauty,10.5,10
47148,2024-08-18,Evan Wright,Home & Kitchen,500.75,5
38529,2024-09-10,Bob Jones,Home & Kitchen,50.0,2
37082,2025-10-17,Charlie Brown,Electronics,50.0,6
79298,2025-02-25,Charlie Brown,Home & Kitchen,,11
11560,2024-02-16,Bob Jones,Sports,100.25,7
52207,2025-05-19,Charlie Brown,Clothing,500.75,2
43756,2025-04-05,Evan Wright,Electronics,500.75,11
50631,2024-02-22,Charlie Brown,Home & Kitchen,50.0,8
52240,2024-08-30,Charlie Brown,Clothing,10.5,2
12983,2024-08-24,Alice Smith,Electronics,10.5,5
74644,2024-02-17,Charlie Brown,Beauty,500.75,1
17813,2025-07-19,Alice Smith,Sports,250.0,3
64620,2024-06-02,Bob Jones,Sports,50.0,6
74881,2025-11-02,Charlie Brown,Electronics,50.0,13
73852,2025-04-20,Charlie Brown,Beauty,100.25,2
16645,2024-03-21,Alice Smith,Electronics,250.0,9
91182,N/A,Alice Smith,Home & Kitchen,10.5,8
81431,N/A,Diana Prince,Beauty,250.0,10
12050,2025-10-25,Bob Jones,Sports,50.0,5
39856,2024-03-30,Alice Smith,Electronics,250.0,11
76150,2024-02-27,Charlie Brown,Electronics,50.0,10
78904,2025-04-06,Evan Wright,Beauty,250.0,10
92985,2024-02-28,Bob Jones,Home & Kitchen,250.0,3
82595,2025-07-09,Alice Smith,Home & Kitchen,250.0,14
21246,2025-01-22,Evan Wright,Clothing,500.75,9
36399,2025-12-10,Diana Prince,Sports,10.5,5
36431,2024-05-25,Evan Wright,Electronics,10.5,3
77779,2024-07-20,Alice Smith,Electronics,10.5,1
34262,2025-08-27,Charlie Brown,Electronics,250.0,1
94458,2024-05-26,Alice Smith,Home & Kitchen,50.0,6
44801,2025-06-28,Alice Smith,Sports,500.75,9
82541,2025-01-20,Diana Prince,Beauty,50.0,10
73230,2025-02-04,Alice Smith,Sports,10.5,13
86325,2025-04-16,Charlie Brown,Electronics,500.75,10
93847,2025-07-26,Charlie Brown,Clothing,250.0,14
69720,N/A,Diana Prince,Home & Kitchen,100.25,12
23281,2024-07-09,Evan Wright,Beauty,500.75,10
49499,2024-11-30,Charlie Brown,Beauty,10.5,8
32890,2024-05-11,Bob Jones,Beauty,250.0,2
44911,2024-12-14,Evan Wright,Sports,100.25,5
67545,2025-10-16,Evan Wright,Home & Kitchen,50.0,5
10922,2025-01-24,Charlie Brown,Sports,50.0,14
85452,2025-10-10,Diana Prince,Clothing,250.0,4
84910,2024-04-05,Alice Smith,Sports,250.0,6
88249,2024-08-04,Evan Wright,Electronics,50.0,12
45057,2024-09-15,Evan Wright,Home & Kitchen,10.5,6
96652,2024-07-30,Charlie Brown,Sports,50.0,6
57638,2024-11-22,Alice Smith,Home & Kitchen,500.75,9
44016,2024-09-30,Alice Smith,Sports,250.0,12
30581,2024-08-16,Alice Smith,Clothing,50.0,3
42921,2024-11-18,Alice Smith,Beauty,,2
66276,2024-04-12,Bob Jones,Electronics,100.25,10
94386,2024-10-05,Alice Smith,Electronics,250.0,9
49282,2024-08-28,Charlie Brown,Electronics,100.25,2
76061,2024-04-20,Alice Smith,Beauty,500.75,11
53925,2024-05-10,Evan Wright,Beauty,500.75,6
19200,2025-10-15,Bob Jones,Sports,500.75,6
41419,2024-01-02,Charlie Brown,Home & Kitchen,10.5,5
78577,2024-04-20,Charlie Brown,Electronics,50.0,6
57882,2024-01-05,Evan Wright,Clothing,10.5,6
72516,2025-02-07,Alice Smith,Sports,10.5,14
93194,N/A,Diana Prince,Home & Kitchen,250.0,8
20789,2024-04-15,Bob Jones,Clothing,250.0,13
64842,2024-04-24,Charlie Brown,Beauty,500.75,2
30049,2025-09-16,Evan Wright,Electronics,10.5,7
51844,2025-09-17,Evan Wright,Electronics,500.75,7
76017,2025-07-19,Charlie Brown,Clothing,,5
43130,2025-01-27,Alice Smith,Sports,-999.0,9
40087,2024-03-15,Alice Smith,Sports,,8
55765,2025-10-01,Evan Wright,Home & Kitchen,100.25,10
77526,2024-12-05,Charlie Brown,Sports,10.5,5
65761,2025-11-12,Bob Jones,Sports,250.0,7
53872,2025-04-06,Charlie Brown,Home & Kitchen,500.75,3
25524,2024-06-09,Diana Prince,Beauty,50.0,10
59153,2024-03-21,Diana Prince,Sports,100.25,2
35425,N/A,Alice Smith,Clothing,10.5,3
42981,2024-04-12,Charlie Brown,Home & Kitchen,50.0,10
57924,2024-01-27,Alice Smith,Clothing,100.25,11
25358,2024-06-08,Alice Smith,Beauty,50.0,11
73197,2024-05-10,Bob Jones,Home & Kitchen,10.5,9
68606,N/A,Diana Prince,Electronics,100.25,12
62579,2024-04-16,Charlie Brown,Sports,10.5,12
35963,2024-01-07,Alice Smith,Electronics,50.0,5
84182,2024-08-13,Diana Prince,Sports,-999.0,2
61756,2025-09-25,Diana Prince,Electronics,500.75,11
32116,2025-01-27,Diana Prince,Electronics,100.25,3
91871,2024-09-09,Charlie Brown,Electronics,50.0,5
34354,2024-06-24,Evan Wright,Electronics,250.0,4
49341,2025-09-01,Alice Smith,Home & Kitchen,100.25,13
34574,2024-01-16,Diana Prince,Electronics,250.0,5
92970,2025-06-01,Diana Prince,Clothing,250.0,1
43572,2024-04-08,Evan Wright,Clothing,250.0,9
17906,N/A,Evan Wright,Clothing,250.0,14
64028,2025-01-31,Evan Wright,Sports,50.0,11
32534,2024-12-04,Diana Prince,Clothing,10.5,2
59153,2024-02-03,Alice Smith,Beauty,,11
93869,2025-02-04,Charlie Brown,Sports,250.0,9
75455,2025-05-02,Diana Prince,Beauty,10.5,12
78247,2024-10-28,Charlie Brown,Electronics,10.5,7
72211,2025-02-21,Alice Smith,Clothing,250.0,7
88945,2025-08-23,Charlie Brown,Beauty,500.75,10
87539,2024-01-28,Bob Jones,Beauty,10.5,10
16368,2024-05-12,Diana Prince,Beauty,100.25,6
69676,2025-11-22,Bob Jones,Home & Kitchen,10.5,11
31927,2024-10-03,Bob Jones,Home & Kitchen,250.0,14
64756,2024-11-09,Diana Prince,Electronics,10.5,5
37632,2024-04-08,Alice Smith,Home & Kitchen,100.25,9
33019,2024-03-03,Bob Jones,Home & Kitchen,100.25,13
96740,2024-10-03,Charlie Brown,Home & Kitchen,500.75,14
88797,2025-06-23,Charlie Brown,Electronics,100.25,1
69321,N/A,Evan Wright,Electronics,250.0,7
93560,2024-09-21,Evan Wright,Home & Kitchen,50.0,12
33510,2024-07-07,Charlie Brown,Home & Kitchen,10.5,8
61356,2025-07-19,Charlie Brown,Home & Kitchen,500.75,7
55648,2025-11-03,Diana Prince,Clothing,500.75,13
46368,2025-07-27,Bob Jones,Sports,100.25,14
38145,2025-04-21,Bob Jones,Home & Kitchen,500.75,13
69052,2024-10-03,Bob Jones,Electronics,50.0,7
37490,2024-03-07,Evan Wright,Electronics,10.5,1
95112,2024-11-17,Alice Smith,Beauty,250.0,1
22857,2024-09-07,Diana Prince,Electronics,10.5,4
59138,2025-10-18,Charlie Brown,Home & Kitchen,10.5,7
63302,2024-12-14,Alice Smith,Sports,10.5,1
54327,2025-09-04,Alice Smith,Electronics,50.0,5
19184,2025-10-08,Evan Wright,Electronics,250.0,11
32890,2024-05-11,Bob Jones,Beauty,250.0,2
52520,2024-04-08,Diana Prince,Sports,50.0,1
92879,2024-01-23,Diana Prince,Home & Kitchen,50.0,9
99613,2025-05-27,Diana Prince,Home & Kitchen,10.5,10
82545,2024-08-07,Charlie Brown,Sports,10.5,12
16960,2025-05-26,Bob Jones,Sports,10.5,5
85532,N/A,Evan Wright,Sports,250.0,1
67384,2024-05-14,Diana Prince,Beauty,50.0,7
34860,2025-02-05,Evan Wright,Home & Kitchen,250.0,3
33752,2024-12-03,Alice Smith,Beauty,10.5,11
29256,2025-04-05,Bob Jones,Sports,250.0,10
23025,2025-02-11,Alice Smith,Home & Kitchen,250.0,13
98576,2025-07-01,Evan Wright,Beauty,500.75,5
88339,2024-11-07,Alice Smith,Home & Kitchen,100.25,6
21122,2024-04-15,Bob Jones,Beauty,10.5,3
10806,2024-10-28,Evan Wright,Home & Kitchen,50.0,1
84318,2025-02-08,Charlie Brown,Electronics,50.0,8
85186,2025-02-11,Alice Smith,Clothing,,9
64771,2025-12-11,Charlie Brown,Electronics,500.75,13
36143,2024-08-23,Alice Smith,Sports,250.0,10
23919,2025-03-07,Evan Wright,Electronics,50.0,3
22987,2025-09-29,Bob Jones,Electronics,100.25,10
89083,2025-11-15,Evan Wright,Electronics,50.0,3
57064,2024-11-15,Bob Jones,Beauty,50.0,11
38541,2024-02-20,Alice Smith,Home & Kitchen,100.25,7
76262,2025-07-01,Diana Prince,Home & Kitchen,250.0,13
60106,2025-04-13,Alice Smith,Beauty,10.5,13
85418,N/A,Alice Smith,Electronics,10.5,9
77642,2025-09-16,Evan Wright,Clothing,10.5,10
70112,2025-11-04,Bob Jones,Clothing,100.25,9
84055,2024-10-20,Diana Prince,Clothing,50.0,10
59268,2024-04-04,Bob Jones,Beauty,250.0,4
71413,2024-12-07,Diana Prince,Sports,500.75,8
35559,2025-07-18,Diana Prince,Electronics,10.5,10
64912,2025-09-30,Evan Wright,Clothing,250.0,13
41480,2025-09-01,Evan Wright,Sports,100.25,11
26478,2024-01-15,Alice Smith,Beauty,50.0,7
58280,2024-03-30,Evan Wright,Beauty,100.25,3
55558,2025-08-23,Diana Prince,Electronics,50.0,4
30103,2024-08-04,Diana Prince,Home & Kitchen,500.75,8
58787,2024-09-05,Bob Jones,Electronics,100.25,2
62930,2024-07-19,Evan Wright,Electronics,50.0,10
25317,2025-10-17,Diana Prince,Clothing,10.5,9
36657,2025-02-04,Bob Jones,Electronics,10.5,4
46877,2025-06-29,Alice Smith,Home & Kitchen,50.0,10
75160,2025-01-18,Evan Wright,Beauty,500.75,6
50042,2025-01-10,Evan Wright,Beauty,10.5,8
76358,2025-10-01,Diana Prince,Home & Kitchen,50.0,6
29982,2024-01-05,Diana Prince,Electronics,-999.0,9
79768,2025-09-27,Bob Jones,Electronics,50.0,11
87834,2024-05-08,Charlie Brown,Beauty,500.75,2
26725,2024-01-22,Charlie Brown,Home & Kitchen,,2
97487,2025-03-03,Diana Prince,Electronics,500.75,10
12719,2024-10-27,Evan Wright,Home & Kitchen,250.0,12
92970,2025-06-01,Diana Prince,Clothing,250.0,1
40027,2024-08-03,Bob Jones,Clothing,250.0,11
17424,2024-08-29,Diana Prince,Sports,500.75,3
40678,2024-07-02,Evan Wright,Sports,50.0,7
56240,2025-04-17,Alice Smith,Sports,10.5,9
47265,2025-01-27,Evan Wright,Sports,10.5,1
71272,2025-01-11,Diana Prince,Sports,250.0,3
26032,2024-05-30,Charlie Brown,Sports,50.0,4
46397,2025-10-20,Diana Prince,Beauty,500.75,9
83509,N/A,Bob Jones,Home & Kitchen,100.25,10
67372,2025-05-27,Diana Prince,Home & Kitchen,50.0,5
58845,2024-06-30,Charlie Brown,Clothing,-999.0,4
33051,2025-11-15,Diana Prince,Sports,250.0,11
47430,2025-07-28,Charlie Brown,Beauty,50.0,12
17564,2025-03-10,Diana Prince,Sports,50.0,12
25328,2025-05-04,Evan Wright,Sports,10.5,5
33930,2024-11-09,Alice Smith,Sports,250.0,1
51846,2025-11-06,Alice Smith,Sports,250.0,8
39192,2024-05-23,Diana Prince,Beauty,50.0,12
52929,2024-05-01,Evan Wright,Beauty,250.0,7
15084,2024-04-26,Alice Smith,Clothing,10.5,1
85683,2025-06-04,Alice Smith,Beauty,10.5,1
93441,2025-10-18,Evan Wright,Beauty,100.25,1
86242,2024-01-01,Alice Smith,Electronics,100.25,12
25850,2024-06-09,Alice Smith,Electronics,250.0,5
19446,2024-01-02,Alice Smith,Sports,250.0,8
97895,2024-12-13,Alice Smith,Electronics,500.75,13
54028,2025-12-03,Diana Prince,Electronics,50.0,8
26984,2025-07-14,Charlie Brown,Electronics,50.0,6
65318,2024-05-18,Evan Wright,Clothing,100.25,1
77649,2024-10-15,Charlie Brown,Clothing,500.75,3
48709,2025-06-30,Diana Prince,Beauty,100.25,11
36155,N/A,Diana Prince,Electronics,50.0,5
80792,2024-11-26,Evan Wright,Electronics,50.0,7
61027,N/A,Diana Prince,Home & Kitchen,10.5,3
18705,2024-10-30,Bob Jones,Clothing,250.0,3
61474,2024-01-20,Bob Jones,Sports,250.0,2
44707,2024-06-21,Diana Prince,Clothing,50.0,14
57523,2025-07-07,Alice Smith,Sports,250.0,11
30581,2025-05-20,Charlie Brown,Electronics,100.25,5
11435,2025-01-03,Alice Smith,Sports,10.5,12
55648,2024-06-11,Evan Wright,Beauty,250.0,7
86534,2025-03-14,Bob Jones,Beauty,50.0,2
63028,2025-02-10,Bob Jones,Home & Kitchen,50.0,8
48000,2025-11-29,Bob Jones,Sports,100.25,12
65204,2024-03-15,Diana Prince,Home & Kitchen,500.75,10
57837,2025-04-01,Bob Jones,Home & Kitchen,10.5,6
45488,2024-06-14,Charlie Brown,Home & Kitchen,250.0,3
29975,2024-08-20,Charlie Brown,Beauty,50.0,5
49666,2024-03-05,Alice Smith,Electronics,100.25,4
64917,N/A,Diana Prince,Electronics,500.75,4
78836,2025-05-25,Bob Jones,Home & Kitchen,100.25,6
80326,N/A,Diana Prince,Clothing,50.0,11
21536,2024-01-01,Diana Prince,Beauty,100.25,11
47573,2025-08-29,Alice Smith,Sports,10.5,9
81315,2024-12-09,Alice Smith,Beauty,10.5,11
85758,2024-06-25,Evan Wright,Electronics,100.25,1
39629,2024-09-10,Alice Smith,Beauty,100.25,8
33499,2024-08-16,Alice Smith,Sports,50.0,6
41860,2024-07-10,Bob Jones,Beauty,250.0,13
86919,2024-08-14,Charlie Brown,Clothing,100.25,2
82715,2024-03-13,Alice Smith,Clothing,50.0,12
96145,2025-05-30,Alice Smith,Home & Kitchen,500.75,13
59930,2025-03-10,Diana Prince,Clothing,50.0,5
94082,2025-10-19,Charlie Brown,Beauty,,2
30337,2024-10-26,Charlie Brown,Beauty,250.0,11
39975,2024-04-29,Alice Smith,Beauty,500.75,9
12920,2025-09-30,Charlie Brown,Home & Kitchen,10.5,4
17287,2025-11-29,Charlie Brown,Home & Kitchen,500.75,3
63947,2025-02-25,Evan Wright,Electronics,500.75,3
44020,2025-11-12,Charlie Brown,Sports,50.0,12
96206,2025-05-31,Alice Smith,Home & Kitchen,100.25,14
18007,2024-12-09,Alice Smith,Clothing,10.5,12
15408,2024-03-21,Alice Smith,Home & Kitchen,250.0,2
23629,2025-02-06,Diana Prince,Electronics,100.25,4
97046,2025-02-18,Alice Smith,Sports,50.0,2
89273,2025-11-27,Evan Wright,Home & Kitchen,50.0,8
51786,2024-04-29,Diana Prince,Electronics,10.5,13
90765,2024-08-07,Evan Wright,Home & Kitchen,10.5,2
36015,2025-10-28,Bob Jones,Beauty,100.25,12
24288,2025-10-29,Charlie Brown,Home & Kitchen,50.0,12
61920,2024-04-13,Diana Prince,Home & Kitchen,10.5,5
35053,2025-01-22,Diana Prince,Home & Kitchen,-999.0,4
36745,2024-08-26,Bob Jones,Electronics,50.0,6
99399,2025-08-29,Diana Prince,Sports,250.0,8
29816,2024-09-15,Alice Smith,Clothing,500.75,3
31792,2024-04-08,Evan Wright,Beauty,10.5,4
45111,2024-10-14,Bob Jones,Home & Kitchen,10.5,3
12443,2025-01-26,Evan Wright,Sports,250.0,9
59708,2024-12-30,Diana Prince,Home & Kitchen,250.0,12
92711,2024-08-26,Bob Jones,Home & Kitchen,10.5,12
92856,2025-12-29,Bob Jones,Home & Kitchen,,4
91994,2025-02-01,Alice Smith,Home & Kitchen,250.0,10
44832,2024-06-21,Bob Jones,Home & Kitchen,100.25,7
39402,2025-07-16,Diana Prince,Clothing,10.5,14
36916,2025-01-03,Charlie Brown,Clothing,250.0,11
19516,2024-08-02,Bob Jones,Home & Kitchen,50.0,1
74674,2025-03-12,Evan Wright,Sports,500.75,2
16570,2025-10-03,Diana Prince,Electronics,500.75,6
36385,2024-06-25,Charlie Brown,Sports,50.0,9
35510,2024-04-26,Alice Smith,Electronics,10.5,13
53303,2025-11-12,Diana Prince,Clothing,-999.0,8
48243,2025-01-26,Evan Wright,Electronics,100.25,6
84663,2024-11-30,Evan Wright,Clothing,100.25,11
83319,2024-10-15,Bob Jones,Home & Kitchen,50.0,3
98397,2025-04-14,Evan Wright,Sports,50.0,4
21302,2024-12-11,Bob Jones,Electronics,10.5,10
30806,2025-11-07,Bob Jones,Electronics,250.0,12
29216,2024-04-12,Diana Prince,Sports,100.25,6
99563,2025-04-25,Alice Smith,Clothing,500.75,12
29282,2025-04-04,Charlie Brown,Home & Kitchen,250.0,6
71681,2024-04-15,Charlie Brown,Sports,250.0,7
61886,2024-01-04,Evan Wright,Home & Kitchen,250.0,5
46509,2024-09-08,Evan Wright,Sports,10.5,14
31427,2025-06-09,Charlie Brown,Sports,50.0,14
86918,2024-01-09,Evan Wright,Home & Kitchen,100.25,3
47311,2024-02-27,Alice Smith,Beauty,10.5,5
88187,2025-12-04,Evan Wright,Beauty,10.5,14
79350,2025-03-18,Diana Prince,Beauty,50.0,6
51755,2024-08-10,Evan Wright,Beauty,10.5,12
20395,2025-01-19,Charlie Brown,Clothing,250.0,10
67761,2025-07-10,Bob Jones,Clothing,500.75,8
91412,2025-04-01,Alice Smith,Electronics,50.0,14
77728,2024-06-15,Evan Wright,Sports,100.25,8
22219,2024-01-21,Alice Smith,Clothing,250.0,2
58901,2024-09-12,Charlie Brown,Clothing,50.0,4
14425,2025-04-17,Diana Prince,Sports,-999.0,6
39287,2024-07-08,Alice Smith,Clothing,100.25,8
32180,2024-02-02,Evan Wright,Clothing,250.0,11
35522,2024-08-07,Alice Smith,Sports,250.0,1
37696,2024-10-09,Charlie Brown,Home & Kitchen,500.75,7
88344,2025-04-17,Diana Prince,Clothing,10.5,10
60108,2025-03-10,Diana Prince,Sports,50.0,5
83972,2025-06-05,Bob Jones,Clothing,10.5,13
74484,2025-02-05,Diana Prince,Beauty,250.0,1
89141,2024-11-14,Alice Smith,Beauty,50.0,3
46408,2024-05-22,Evan Wright,Clothing,50.0,9
72187,2024-04-09,Evan Wright,Clothing,500.75,6
56163,2025-11-12,Diana Prince,Home & Kitchen,250.0,5
70774,2024-06-01,Diana Prince,Sports,500.75,11
91121,2025-04-28,Charlie Brown,Clothing,100.25,1
66942,2024-08-18,Diana Prince,Home & Kitchen,10.5,14
48158,2024-10-08,Charlie Brown,Sports,50.0,8
25313,N/A,Bob Jones,Electronics,50.0,10
13093,2025-12-04,Alice Smith,Sports,500.75,6
51688,2025-09-15,Bob Jones,Beauty,10.5,8
18712,2025-03-24,Evan Wright,Beauty,100.25,10
78916,2025-05-25,Charlie Brown,Clothing,250.0,1
48258,2024-04-22,Evan Wright,Beauty,-999.0,8
89111,2024-07-05,Charlie Brown,Beauty,500.75,8
27602,2025-07-17,Evan Wright,Home & Kitchen,50.0,11
15415,N/A,Bob Jones,Clothing,10.5,10
22984,2024-06-28,Diana Prince,Electronics,10.5,13
83781,2025-11-19,Bob Jones,Electronics,50.0,4
22201,2025-04-18,Evan Wright,Home & Kitchen,100.25,8
40448,2024-02-06,Alice Smith,Home & Kitchen,500.75,14
16640,2024-09-03,Charlie Brown,Beauty,10.5,4
57614,2025-02-13,Evan Wright,Clothing,100.25,3
14648,2025-02-28,Evan Wright,Beauty,100.25,3
67132,2025-07-13,Diana Prince,Clothing,100.25,7
31288,2024-02-15,Charlie Brown,Electronics,500.75,3
60861,2024-07-23,Alice Smith,Clothing,500.75,1
13430,2024-12-01,Bob Jones,Sports,50.0,8
91537,2025-10-06,Bob Jones,Sports,10.5,1
21664,2025-08-31,Diana Prince,Clothing,50.0,8
67660,2025-11-26,Alice Smith,Home & Kitchen,100.25,2
28574,2025-04-29,Evan Wright,Sports,250.0,1
36589,N/A,Alice Smith,Electronics,100.25,5
42733,2024-06-08,Bob Jones,Clothing,50.0,6
22999,2024-03-03,Evan Wright,Sports,500.75,4
55084,2024-10-15,Charlie Brown,Beauty,50.0,9
54859,2025-12-14,Alice Smith,Beauty,10.5,2
87236,2024-03-10,Bob Jones,Electronics,500.75,11
95451,N/A,Alice Smith,Home & Kitchen,,10
36017,2024-09-29,Charlie Brown,Beauty,10.5,4
84744,2024-02-03,Evan Wright,Home & Kitchen,500.75,8
38865,2025-09-16,Bob Jones,Beauty,250.0,10
74772,N/A,Evan Wright,Home & Kitchen,10.5,5
36737,2024-04-22,Alice Smith,Sports,50.0,12
57304,2025-07-23,Evan Wright,Clothing,100.25,1
65554,2025-11-06,Alice Smith,Electronics,250.0,9
24153,2025-10-09,Charlie Brown,Electronics,500.75,10
22254,2025-07-28,Charlie Brown,Beauty,100.25,6
55004,2024-07-02,Diana Prince,Home & Kitchen,500.75,4
93807,2025-11-15,Alice Smith,Beauty,50.0,9
28449,N/A,Alice Smith,Clothing,500.75,14
89767,2025-03-11,Alice Smith,Sports,50.0,2
29816,2024-05-16,Alice Smith,Home & Kitchen,50.0,10
42265,2025-03-31,Alice Smith,Beauty,250.0,4
45400,2025-07-30,Evan Wright,Sports,50.0,3
93976,2024-07-13,Alice Smith,Beauty,10.5,9
68762,2024-01-25,Evan Wright,Beauty,10.5,1
93300,N/A,Charlie Brown,Electronics,500.75,12
14263,2025-03-13,Evan Wright,Sports,10.5,8
49952,2025-10-01,Evan Wright,Sports,10.5,1
70461,2024-02-08,Evan Wright,Electronics,100.25,8
93524,2025-12-01,Evan Wright,Sports,250.0,12
69379,2025-07-15,Bob Jones,Sports,250.0,9
62329,2025-12-28,Charlie Brown,Home & Kitchen,50.0,5
16540,2024-01-08,Diana Prince,Beauty,10.5,1
60192,2024-05-28,Alice Smith,Clothing,10.5,11
47198,2025-10-17,Bob Jones,Sports,250.0,13
84137,2024-08-20,Alice Smith,Beauty,50.0,5
11591,2024-01-09,Alice Smith,Clothing,10.5,8
96066,2025-06-30,Evan Wright,Electronics,250.0,9
45133,2025-09-04,Bob Jones,Sports,100.25,12
49063,2025-09-14,Charlie Brown,Clothing,50.0,12
37420,2025-12-24,Bob Jones,Clothing,10.5,13
24199,2025-01-28,Bob Jones,Beauty,250.0,5
71550,2024-01-05,Bob Jones,Beauty,10.5,1
85897,2024-05-05,Alice Smith,Clothing,250.0,13
38380,2024-12-02,Evan Wright,Clothing,50.0,13
17083,2024-05-31,Alice Smith,Home & Kitchen,100.25,4
55500,2025-04-18,Alice Smith,Sports,500.75,14
31195,2024-02-16,Diana Prince,Sports,250.0,14
83340,2025-07-20,Bob Jones,Sports,250.0,9
11007,2025-03-31,Bob Jones,Sports,100.25,10
34578,2024-03-02,Evan Wright,Sports,250.0,2
98929,2024-02-05,Bob Jones,Beauty,250.0,4
58770,2024-05-09,Charlie Brown,Sports,10.5,4
94976,2024-08-11,Charlie Brown,Sports,100.25,8
37961,2025-05-27,Evan Wright,Electronics,50.0,6
50806,2025-09-29,Alice Smith,Sports,100.25,6
54738,2025-05-30,Evan Wright,Beauty,100.25,9
75641,2025-10-24,Diana Prince,Sports,100.25,13
16276,2025-06-26,Bob Jones,Sports,100.25,12
82750,2024-04-08,Evan Wright,Electronics,50.0,8
81719,2024-09-09,Diana Prince,Beauty,250.0,2
75155,2025-07-19,Evan Wright,Beauty,10.5,12
96231,N/A,Evan Wright,Clothing,250.0,7
53001,2024-10-11,Bob Jones,Clothing,10.5,10
25896,2025-11-22,Bob Jones,Electronics,10.5,1
